"","country","points","price"
"127200","US",86,10
"127201","US",87,17
"127202","US",87,45
"127203","South Africa",87,24
"127204","US",87,55
"127205","Italy",87,126
"127206","Italy",87,NA
"127207","US",87,55
"127208","Italy",87,20
"127209","US",87,64
"127210","Chile",87,11
"127211","US",87,15
"127212","South Africa",87,19
"127213","New Zealand",87,15
"127214","US",87,45
"127215","Italy",87,50
"127216","Chile",87,17
"127217","US",87,30
"127218","South Africa",87,10
"127219","Italy",87,NA
"127220","Italy",87,NA
"127221","Italy",87,NA
"127222","US",87,65
"127223","US",87,14
"127224","South Africa",87,11
"127225","Italy",87,32
"127226","Chile",87,19
"127227","Italy",87,10
"127228","France",87,13
"127229","France",87,20
"127230","France",87,19
"127231","US",82,30
"127232","US",82,13
"127233","US",82,42
"127234","US",82,19
"127235","US",82,16
"127236","US",82,5
"127237","US",82,40
"127238","Chile",82,6
"127239","Chile",82,10
"127240","US",82,16
"127241","US",82,28
"127242","US",82,14
"127243","Chile",82,10
"127244","US",82,25
"127245","US",82,14
"127246","US",82,17
"127247","France",82,13
"127248","US",82,14
"127249","US",82,32
"127250","Argentina",82,13
"127251","US",81,16
"127252","US",81,18
"127253","US",81,11
"127254","Argentina",81,9
"127255","Argentina",81,20
"127256","US",81,32
"127257","Argentina",81,13
"127258","Argentina",81,15
"127259","Chile",81,9
"127260","France",81,8
"127261","Argentina",87,30
"127262","Italy",87,18
"127263","US",87,45
"127264","US",87,27
"127265","Italy",87,18
"127266","US",87,18
"127267","US",87,36
"127268","Spain",87,12
"127269","US",87,60
"127270","US",87,16
"127271","Italy",87,26
"127272","US",87,22
"127273","US",87,55
"127274","Argentina",87,12
"127275","Australia",87,22
"127276","Argentina",87,25
"127277","US",87,21
"127278","Spain",87,8
"127279","US",87,15
"127280","Spain",87,15
"127281","US",87,14
"127282","US",87,48
"127283","US",87,40
"127284","US",87,24
"127285","US",87,35
"127286","Argentina",87,24
"127287","Italy",87,28
"127288","Italy",87,14
"127289","US",87,75
"127290","Italy",87,61
"127291","Italy",86,12
"127292","US",86,90
"127293","Italy",86,NA
"127294","Italy",86,18
"127295","Australia",86,19
"127296","Italy",86,15
"127297","New Zealand",86,27
"127298","Chile",86,12
"127299","US",86,25
"127300","France",86,20
"127301","US",86,14
"127302","US",86,13
"127303","US",86,44
"127304","US",86,50
"127305","New Zealand",86,22
"127306","Chile",86,20
"127307","Argentina",86,20
"127308","US",86,20
"127309","Argentina",86,11
"127310","US",86,20
"127311","Chile",86,9
"127312","Chile",86,9
"127313","Hungary",86,23
"127314","Argentina",86,18
"127315","Chile",86,9
"127316","US",86,16
"127317","Hungary",86,75
"127318","Italy",86,50
"127319","Chile",86,13
"127320","US",86,22
"127321","US",83,36
"127322","US",82,20
"127323","US",82,20
"127324","US",82,75
"127325","US",82,20
"127326","US",82,6
"127327","Chile",82,18
"127328","US",82,30
"127329","Chile",82,12
"127330","US",82,15
"127331","US",82,36
"127332","US",82,20
"127333","US",82,36
"127334","US",82,18
"127335","Chile",82,13
"127336","US",82,24
"127337","US",82,20
"127338","US",82,10
"127339","Australia",82,10
"127340","Moldova",82,8
"127341","US",82,13
"127342","Argentina",82,12
"127343","Australia",82,20
"127344","US",82,12
"127345","Lebanon",81,38
"127346","US",81,40
"127347","US",81,17
"127348","US",81,15
"127349","Italy",81,NA
"127350","Chile",81,12
"127351","US",85,18
"127352","Australia",85,15
"127353","Greece",85,35
"127354","US",85,21
"127355","US",85,14
"127356","Australia",85,5
"127357","Argentina",85,11
"127358","Italy",85,18
"127359","US",85,32
"127360","US",85,60
"127361","Australia",85,28
"127362","Italy",85,10
"127363","Italy",85,14
"127364","Australia",85,13
"127365","US",85,38
"127366","Italy",85,19
"127367","US",85,30
"127368","US",85,48
"127369","Greece",85,25
"127370","Moldova",85,8
"127371","Argentina",85,10
"127372","US",85,25
"127373","US",85,28
"127374","Greece",85,38
"127375","Italy",85,22
"127376","Italy",85,NA
"127377","Italy",85,12
"127378","Italy",85,16
"127379","Spain",85,30
"127380","Spain",85,9
"127381","Italy",86,NA
"127382","Austria",86,10
"127383","Italy",86,21
"127384","Argentina",86,10
"127385","US",86,25
"127386","Chile",86,12
"127387","Chile",86,12
"127388","US",86,24
"127389","France",86,NA
"127390","France",86,15
"127391","US",86,40
"127392","Argentina",86,15
"127393","France",86,NA
"127394","Austria",86,NA
"127395","France",86,11
"127396","Italy",86,NA
"127397","New Zealand",86,19
"127398","New Zealand",86,16
"127399","Chile",86,12
"127400","Chile",86,12
"127401","New Zealand",86,17
"127402","Chile",86,22
"127403","France",86,13
"127404","US",86,13
"127405","Italy",86,17
"127406","Australia",86,20
"127407","France",86,29
"127408","Austria",86,18
"127409","Chile",86,20
"127410","US",86,38
"127411","Italy",87,NA
"127412","Italy",87,11
"127413","Italy",87,20
"127414","Italy",87,NA
"127415","Italy",87,18
"127416","Italy",87,NA
"127417","Italy",87,17
"127418","US",87,26
"127419","US",87,50
"127420","Chile",87,11
"127421","Italy",87,17
"127422","Chile",87,13
"127423","US",87,32
"127424","US",87,30
"127425","Italy",87,17
"127426","US",87,20
"127427","New Zealand",87,14
"127428","France",87,17
"127429","US",87,28
"127430","US",86,21
"127431","Italy",86,16
"127432","US",86,32
"127433","Australia",86,19
"127434","US",86,30
"127435","France",86,11
"127436","France",86,13
"127437","France",86,25
"127438","Italy",86,NA
"127439","Chile",86,15
"127440","Israel",86,39
"127441","France",86,13
"127442","US",86,16
"127443","Spain",86,8
"127444","France",86,10
"127445","France",86,30
"127446","US",86,30
"127447","France",86,30
"127448","Australia",86,10
"127449","US",86,60
"127450","Spain",86,12
"127451","US",86,25
"127452","US",86,25
"127453","US",86,28
"127454","Italy",86,14
"127455","US",86,16
"127456","New Zealand",86,13
"127457","Italy",86,15
"127458","US",86,35
"127459","Spain",86,15
"127460","Italy",86,20
"127461","US",86,20
"127462","US",86,60
"127463","Portugal",86,17
"127464","US",86,25
"127465","Portugal",86,9
"127466","US",86,18
"127467","US",86,22
"127468","Italy",86,18
"127469","Portugal",86,19
"127470","Italy",86,15
"127471","US",81,14
"127472","US",81,19
"127473","US",81,15
"127474","France",81,10
"127475","US",81,27
"127476","US",81,26
"127477","US",81,16
"127478","US",80,13
"127479","Argentina",80,16
"127480","Argentina",80,20
"127481","US",80,24
"127482","US",80,12
"127483","US",80,15
"127484","Argentina",80,13
"127485","Argentina",80,13
"127486","US",80,25
"127487","US",80,14
"127488","US",80,16
"127489","Argentina",80,13
"127490","US",94,60
"127491","Australia",90,30
"127492","Australia",89,35
"127493","US",99,100
"127494","US",97,50
"127495","Germany",97,250
"127496","US",97,100
"127497","US",97,85
"127498","US",97,65
"127499","Germany",96,49
"127500","US",96,66
"127501","South Africa",87,24
"127502","US",87,45
"127503","South Africa",87,14
"127504","South Africa",87,14
"127505","US",87,36
"127506","Italy",87,14
"127507","Italy",87,10
"127508","US",87,23
"127509","Italy",87,NA
"127510","Italy",87,NA
"127511","Italy",87,26
"127512","US",87,15
"127513","New Zealand",87,21
"127514","South Africa",87,15
"127515","Italy",87,18
"127516","US",87,14
"127517","Italy",87,14
"127518","Italy",87,22
"127519","New Zealand",87,22
"127520","US",87,38
"127521","South Africa",87,10
"127522","US",87,60
"127523","South Africa",87,15
"127524","Italy",87,17
"127525","US",87,22
"127526","Chile",87,18
"127527","US",87,37
"127528","New Zealand",87,15
"127529","Italy",87,23
"127530","Italy",87,NA
"127531","Chile",84,16
"127532","France",84,16
"127533","France",84,10
"127534","US",84,11
"127535","South Africa",84,10
"127536","Chile",84,15
"127537","US",84,32
"127538","US",84,12
"127539","Chile",84,18
"127540","Italy",84,18
"127541","New Zealand",84,52
"127542","US",84,38
"127543","US",84,34
"127544","US",84,28
"127545","US",84,26
"127546","Chile",84,13
"127547","US",84,21
"127548","US",84,28
"127549","US",84,16
"127550","France",84,11
"127551","US",84,17
"127552","US",84,25
"127553","US",84,39
"127554","US",84,15
"127555","US",84,14
"127556","South Africa",84,12
"127557","US",84,25
"127558","US",84,125
"127559","Australia",84,20
"127560","Chile",84,55
"127561","US",87,24
"127562","US",87,18
"127563","US",87,32
"127564","US",87,29
"127565","US",87,16
"127566","Australia",87,25
"127567","US",87,12
"127568","US",87,10
"127569","US",87,27
"127570","Spain",87,23
"127571","Italy",87,18
"127572","Spain",87,30
"127573","Australia",87,30
"127574","Italy",87,20
"127575","Australia",87,27
"127576","Italy",87,25
"127577","US",87,38
"127578","Argentina",87,11
"127579","Spain",87,14
"127580","Spain",87,18
"127581","US",87,18
"127582","Argentina",87,20
"127583","US",87,21
"127584","US",87,30
"127585","US",87,18
"127586","US",87,24
"127587","Argentina",87,40
"127588","US",87,35
"127589","France",87,NA
"127590","US",87,16
"127591","US",81,11
"127592","US",81,35
"127593","Italy",81,20
"127594","Chile",81,10
"127595","Chile",81,12
"127596","Argentina",81,9
"127597","Italy",81,NA
"127598","US",80,18
"127599","Argentina",80,16
"127600","US",80,28
"127601","US",80,12
"127602","Chile",80,13
"127603","US",80,80
"127604","Chile",80,9
"127605","US",80,54
"127606","US",80,11
"127607","Chile",80,9
"127608","US",80,9
"127609","US",97,130
"127610","US",96,100
"127611","US",96,41
"127612","Italy",96,445
"127613","US",95,45
"127614","Italy",95,255
"127615","Australia",95,625
"127616","Spain",95,84
"127617","US",95,39
"127618","US",95,60
"127619","France",95,61
"127620","Italy",95,445
"127621","Chile",86,11
"127622","New Zealand",86,13
"127623","Chile",86,14
"127624","US",86,27
"127625","Argentina",86,28
"127626","US",86,28
"127627","Australia",86,16
"127628","Italy",86,12
"127629","Argentina",86,17
"127630","US",86,10
"127631","US",86,28
"127632","US",86,40
"127633","US",86,11
"127634","New Zealand",86,60
"127635","Australia",86,12
"127636","US",86,30
"127637","New Zealand",86,22
"127638","Chile",86,12
"127639","US",86,50
"127640","US",86,50
"127641","Chile",86,14
"127642","US",86,20
"127643","US",86,18
"127644","US",86,30
"127645","New Zealand",86,15
"127646","US",86,40
"127647","Italy",86,16
"127648","Australia",86,13
"127649","Italy",86,NA
"127650","US",86,40
"127651","US",85,70
"127652","US",85,15
"127653","Australia",85,33
"127654","Italy",85,25
"127655","US",85,9
"127656","Argentina",85,11
"127657","Italy",85,22
"127658","Austria",85,NA
"127659","Spain",85,8
"127660","Bulgaria",85,8
"127661","US",85,13
"127662","US",85,18
"127663","Italy",85,18
"127664","Austria",85,NA
"127665","Italy",85,24
"127666","Croatia",85,NA
"127667","US",85,45
"127668","Italy",85,NA
"127669","Austria",85,14
"127670","Italy",85,22
"127671","US",85,28
"127672","Italy",85,12
"127673","US",85,25
"127674","Italy",85,NA
"127675","US",85,30
"127676","Australia",85,20
"127677","Argentina",85,15
"127678","Greece",85,NA
"127679","US",85,19
"127680","Argentina",85,12
"127681","Italy",86,NA
"127682","New Zealand",86,20
"127683","US",86,10
"127684","US",86,18
"127685","Austria",86,11
"127686","Australia",86,16
"127687","Chile",86,14
"127688","US",86,20
"127689","US",86,16
"127690","New Zealand",86,15
"127691","US",86,15
"127692","France",86,44
"127693","Chile",86,12
"127694","France",86,20
"127695","Argentina",86,15
"127696","Italy",86,18
"127697","US",86,18
"127698","Argentina",86,13
"127699","Argentina",86,14
"127700","US",86,10
"127701","France",86,13
"127702","US",86,18
"127703","US",86,20
"127704","US",86,29
"127705","Italy",86,14
"127706","Italy",86,15
"127707","New Zealand",86,15
"127708","Chile",86,14
"127709","France",86,15
"127710","France",86,10
"127711","US",86,38
"127712","France",86,15
"127713","US",86,16
"127714","Chile",86,10
"127715","Italy",86,11
"127716","US",86,30
"127717","Australia",86,14
"127718","Chile",86,10
"127719","US",86,40
"127720","South Africa",86,20
"127721","US",86,12
"127722","US",86,35
"127723","US",86,8
"127724","France",86,9
"127725","Italy",86,11
"127726","France",86,10
"127727","US",86,14
"127728","Italy",86,NA
"127729","Italy",86,15
"127730","Israel",86,18
"127731","US",86,45
"127732","Italy",86,NA
"127733","Italy",86,17
"127734","US",86,30
"127735","France",86,19
"127736","Italy",86,15
"127737","US",86,35
"127738","South Africa",86,14
"127739","South Africa",86,24
"127740","Italy",86,11
"127741","US",87,25
"127742","Italy",87,15
"127743","Australia",87,60
"127744","Italy",87,28
"127745","US",87,19
"127746","US",87,20
"127747","US",87,39
"127748","Italy",87,NA
"127749","US",87,50
"127750","US",87,39
"127751","Italy",87,NA
"127752","US",87,25
"127753","Italy",87,28
"127754","US",87,18
"127755","US",87,40
"127756","France",86,40
"127757","Italy",86,16
"127758","France",86,17
"127759","France",86,12
"127760","Italy",86,NA
"127761","Italy",86,NA
"127762","Italy",86,16
"127763","Italy",86,NA
"127764","South Africa",86,24
"127765","France",86,74
"127766","Chile",86,14
"127767","Chile",86,11
"127768","US",86,20
"127769","Italy",86,24
"127770","France",86,25
"127771","Spain",96,82
"127772","US",96,50
"127773","US",95,125
"127774","France",95,850
"127775","France",95,120
"127776","Spain",95,50
"127777","Germany",95,NA
"127778","US",95,65
"127779","US",95,40
"127780","France",95,500
"127781","France",95,450
"127782","US",95,85
"127783","US",95,40
"127784","US",94,60
"127785","Italy",94,95
"127786","US",94,85
"127787","France",94,65
"127788","France",94,160
"127789","France",94,70
"127790","France",94,450
"127791","Spain",94,96
"127792","US",94,45
"127793","France",94,82
"127794","US",94,40
"127795","France",94,455
"127796","Germany",94,NA
"127797","US",94,24
"127798","US",94,50
"127799","US",94,28
"127800","US",94,290
"127801","US",86,75
"127802","Spain",86,14
"127803","US",86,20
"127804","Portugal",86,NA
"127805","Italy",86,16
"127806","US",86,30
"127807","US",86,10
"127808","Spain",86,15
"127809","US",86,28
"127810","Portugal",86,11
"127811","Spain",85,17
"127812","France",85,11
"127813","US",85,25
"127814","France",85,NA
"127815","Portugal",85,10
"127816","US",85,10
"127817","US",85,24
"127818","US",85,40
"127819","New Zealand",85,11
"127820","Portugal",85,11
"127821","Portugal",85,NA
"127822","Spain",85,16
"127823","US",85,20
"127824","US",85,15
"127825","US",85,22
"127826","US",85,25
"127827","Portugal",85,8
"127828","US",85,19
"127829","Spain",85,12
"127830","US",85,15
"127831","Chile",84,20
"127832","South Africa",84,13
"127833","South Africa",84,11
"127834","South Africa",84,10
"127835","US",84,28
"127836","US",84,20
"127837","Chile",84,13
"127838","Chile",84,13
"127839","South Africa",84,10
"127840","US",84,19
"127841","US",84,22
"127842","US",84,8
"127843","US",83,18
"127844","Italy",83,NA
"127845","Chile",83,14
"127846","US",83,19
"127847","Chile",83,14
"127848","US",83,10
"127849","US",83,20
"127850","US",83,15
"127851","US",83,15
"127852","US",83,10
"127853","France",83,10
"127854","US",83,24
"127855","US",83,16
"127856","Chile",83,18
"127857","Chile",83,12
"127858","Chile",83,9
"127859","France",83,28
"127860","Chile",83,13
"127861","US",87,20
"127862","US",87,17
"127863","Spain",87,28
"127864","Australia",87,14
"127865","Australia",87,15
"127866","Argentina",87,13
"127867","Spain",87,30
"127868","US",87,23
"127869","Spain",87,22
"127870","US",87,46
"127871","Australia",87,20
"127872","Italy",87,23
"127873","US",87,25
"127874","Italy",87,20
"127875","France",86,12
"127876","US",86,26
"127877","US",86,18
"127878","Argentina",86,16
"127879","Spain",86,37
"127880","US",86,30
"127881","Spain",86,8
"127882","Italy",86,25
"127883","US",86,45
"127884","Argentina",86,18
"127885","Argentina",86,11
"127886","Italy",86,15
"127887","Italy",86,17
"127888","Argentina",86,12
"127889","US",86,40
"127890","US",86,20
"127891","US",95,70
"127892","Spain",95,67
"127893","Italy",95,230
"127894","US",95,40
"127895","Italy",95,125
"127896","US",95,50
"127897","US",95,39
"127898","France",94,33
"127899","Italy",94,NA
"127900","Italy",94,125
"127901","US",94,56
"127902","Italy",94,445
"127903","Italy",94,69
"127904","Italy",94,100
"127905","US",94,125
"127906","Italy",94,100
"127907","Italy",94,68
"127908","US",94,95
"127909","US",94,41
"127910","Italy",94,NA
"127911","US",94,45
"127912","Italy",94,NA
"127913","US",94,90
"127914","Italy",94,79
"127915","France",94,50
"127916","Italy",94,NA
"127917","Italy",94,255
"127918","US",94,30
"127919","Italy",94,125
"127920","US",94,39
"127921","New Zealand",86,18
"127922","US",86,22
"127923","Chile",86,9
"127924","Chile",86,10
"127925","Chile",85,9
"127926","France",85,22
"127927","New Zealand",85,18
"127928","Australia",85,9
"127929","France",85,11
"127930","US",85,8
"127931","Argentina",85,13
"127932","Italy",85,12
"127933","France",85,NA
"127934","Italy",85,19
"127935","Argentina",85,10
"127936","US",85,23
"127937","US",85,8
"127938","US",85,34
"127939","Argentina",85,12
"127940","US",85,15
"127941","Chile",85,9
"127942","France",85,19
"127943","US",85,9
"127944","US",85,9
"127945","US",85,28
"127946","Chile",85,9
"127947","US",85,20
"127948","US",85,32
"127949","Italy",85,35
"127950","Italy",85,15
"127951","US",84,35
"127952","Spain",84,21
"127953","US",84,18
"127954","US",84,14
"127955","Austria",84,14
"127956","US",84,21
"127957","Argentina",84,22
"127958","US",84,32
"127959","US",84,18
"127960","US",84,11
"127961","US",84,29
"127962","Romania",84,12
"127963","Argentina",84,15
"127964","Argentina",84,11
"127965","US",84,32
"127966","US",84,14
"127967","Australia",84,8
"127968","Greece",84,20
"127969","Argentina",84,30
"127970","Argentina",84,12
"127971","Argentina",84,11
"127972","US",84,24
"127973","Australia",84,10
"127974","US",84,48
"127975","Argentina",84,12
"127976","Argentina",84,10
"127977","US",84,9
"127978","Australia",84,16
"127979","Argentina",84,35
"127980","US",84,18
"127981","US",86,15
"127982","France",86,11
"127983","US",86,35
"127984","US",86,10
"127985","Italy",86,13
"127986","France",86,25
"127987","France",86,47
"127988","France",86,19
"127989","France",86,14
"127990","US",86,18
"127991","US",86,17
"127992","Argentina",86,16
"127993","US",86,46
"127994","US",86,24
"127995","Italy",86,10
"127996","Chile",86,40
"127997","Chile",86,13
"127998","France",86,21
"127999","Chile",86,10
"128000","US",86,28
"128001","US",86,15
"128002","Italy",86,13
"128003","US",86,40
"128004","Chile",86,14
"128005","France",86,15
"128006","France",85,14
"128007","New Zealand",85,20
"128008","Chile",85,11
"128009","Chile",85,10
"128010","US",85,16
"128011","Australia",86,14
"128012","Italy",86,25
"128013","Italy",86,13
"128014","Italy",86,NA
"128015","US",86,35
"128016","US",86,59
"128017","Chile",86,10
"128018","Italy",86,11
"128019","New Zealand",86,14
"128020","Italy",86,NA
"128021","Chile",86,13
"128022","Italy",86,13
"128023","US",86,27
"128024","Australia",86,10
"128025","New Zealand",86,19
"128026","Italy",86,NA
"128027","Italy",86,NA
"128028","France",86,11
"128029","Italy",86,10
"128030","Israel",86,18
"128031","France",86,10
"128032","Chile",86,13
"128033","South Africa",86,11
"128034","Italy",86,18
"128035","South Africa",86,10
"128036","US",86,18
"128037","Italy",86,NA
"128038","Italy",86,22
"128039","Australia",86,20
"128040","US",86,35
"128041","US",85,10
"128042","Spain",85,13
"128043","US",85,36
"128044","New Zealand",85,18
"128045","US",85,15
"128046","US",85,14
"128047","New Zealand",85,10
"128048","US",85,38
"128049","US",85,11
"128050","Portugal",85,10
"128051","US",85,25
"128052","US",85,26
"128053","New Zealand",85,15
"128054","US",85,28
"128055","Portugal",85,10
"128056","France",85,14
"128057","France",85,9
"128058","US",85,15
"128059","Portugal",85,12
"128060","Portugal",85,10
"128061","Australia",85,13
"128062","US",85,30
"128063","US",85,20
"128064","US",85,39
"128065","US",85,14
"128066","Italy",85,16
"128067","US",85,32
"128068","Portugal",85,7
"128069","US",85,19
"128070","New Zealand",85,11
"128071","US",86,47
"128072","France",86,19
"128073","US",86,24
"128074","South Africa",86,10
"128075","South Africa",86,10
"128076","France",86,14
"128077","US",86,25
"128078","Chile",86,19
"128079","Italy",86,16
"128080","Italy",86,15
"128081","Chile",86,14
"128082","US",86,13
"128083","US",86,44
"128084","South Africa",86,20
"128085","US",86,28
"128086","Chile",86,9
"128087","US",86,20
"128088","Italy",86,8
"128089","Chile",86,18
"128090","Italy",86,18
"128091","US",86,36
"128092","Italy",86,17
"128093","Italy",86,14
"128094","Australia",86,10
"128095","France",86,13
"128096","South Africa",86,11
"128097","New Zealand",86,18
"128098","Italy",86,10
"128099","South Africa",86,10
"128100","South Africa",86,10
"128101","US",94,40
"128102","Portugal",94,90
"128103","Portugal",94,40
"128104","US",94,58
"128105","US",94,500
"128106","US",94,60
"128107","US",94,50
"128108","US",94,40
"128109","US",94,60
"128110","Germany",94,23
"128111","France",94,75
"128112","Portugal",94,65
"128113","Germany",94,NA
"128114","France",93,360
"128115","France",93,580
"128116","France",93,210
"128117","US",93,150
"128118","France",93,95
"128119","Germany",93,500
"128120","US",93,25
"128121","Germany",93,58
"128122","US",93,40
"128123","France",93,90
"128124","France",93,55
"128125","France",93,50
"128126","Italy",93,NA
"128127","US",93,36
"128128","US",93,65
"128129","US",93,45
"128130","US",93,100
"128131","US",83,16
"128132","US",83,15
"128133","France",83,NA
"128134","New Zealand",83,16
"128135","US",83,18
"128136","US",83,48
"128137","Chile",83,11
"128138","US",83,25
"128139","US",83,22
"128140","Chile",83,10
"128141","Chile",83,12
"128142","US",83,22
"128143","US",83,14
"128144","US",83,75
"128145","US",83,15
"128146","US",83,20
"128147","US",83,13
"128148","Chile",83,10
"128149","Chile",83,10
"128150","US",83,25
"128151","US",82,24
"128152","US",82,17
"128153","US",82,13
"128154","Chile",82,10
"128155","US",82,29
"128156","US",82,28
"128157","US",82,11
"128158","US",82,12
"128159","US",82,25
"128160","US",82,9
"128161","Italy",86,14
"128162","Italy",86,15
"128163","Italy",86,14
"128164","US",86,20
"128165","Italy",86,13
"128166","US",86,32
"128167","Argentina",86,14
"128168","Australia",86,9
"128169","France",86,12
"128170","US",86,13
"128171","Spain",86,15
"128172","Italy",86,20
"128173","US",86,12
"128174","US",86,25
"128175","US",86,40
"128176","Italy",86,13
"128177","US",86,35
"128178","Italy",86,9
"128179","US",86,24
"128180","Italy",86,15
"128181","US",86,21
"128182","Argentina",86,12
"128183","US",86,15
"128184","US",86,21
"128185","Spain",86,15
"128186","US",86,38
"128187","France",86,NA
"128188","Italy",86,18
"128189","Australia",86,14
"128190","US",86,34
"128191","Italy",94,117
"128192","Italy",94,200
"128193","US",93,NA
"128194","US",93,50
"128195","Italy",93,NA
"128196","Italy",93,86
"128197","Italy",93,40
"128198","Portugal",93,200
"128199","Italy",93,136
"128200","Italy",93,NA
"128201","Italy",93,NA
"128202","Italy",93,150
"128203","Italy",93,115
"128204","Italy",93,103
"128205","Italy",93,195
"128206","Italy",93,66
"128207","US",93,75
"128208","Italy",93,55
"128209","Italy",93,NA
"128210","Italy",93,71
"128211","Italy",93,75
"128212","Spain",93,42
"128213","US",93,42
"128214","Italy",93,NA
"128215","Italy",93,49
"128216","Italy",93,105
"128217","Italy",93,190
"128218","Italy",93,70
"128219","Italy",93,NA
"128220","Italy",93,NA
"128221","Argentina",85,9
"128222","New Zealand",85,18
"128223","US",85,28
"128224","Chile",85,12
"128225","Italy",85,12
"128226","US",85,24
"128227","Hungary",85,48
"128228","Chile",85,12
"128229","New Zealand",85,14
"128230","Chile",85,11
"128231","New Zealand",85,16
"128232","US",85,36
"128233","Italy",85,16
"128234","US",85,65
"128235","Italy",85,9
"128236","New Zealand",85,10
"128237","Australia",85,28
"128238","Italy",85,16
"128239","US",85,50
"128240","Chile",85,11
"128241","Chile",85,11
"128242","New Zealand",85,11
"128243","New Zealand",85,23
"128244","US",85,16
"128245","US",85,14
"128246","US",85,36
"128247","US",85,75
"128248","Argentina",85,18
"128249","US",85,18
"128250","Chile",85,11
"128251","Italy",84,24
"128252","Spain",84,18
"128253","US",84,13
"128254","US",84,NA
"128255","Spain",84,9
"128256","US",84,21
"128257","US",84,10
"128258","Bulgaria",84,8
"128259","Argentina",84,8
"128260","US",84,17
"128261","US",84,27
"128262","US",84,14
"128263","Italy",84,12
"128264","Italy",84,29
"128265","US",84,24
"128266","US",84,28
"128267","Italy",84,22
"128268","US",84,40
"128269","Italy",84,15
"128270","Italy",84,15
"128271","Australia",84,45
"128272","US",84,28
"128273","Austria",84,12
"128274","US",84,24
"128275","Argentina",84,12
"128276","Italy",84,19
"128277","France",84,18
"128278","US",84,19
"128279","Argentina",84,11
"128280","US",84,12
"128281","Argentina",85,20
"128282","France",85,24
"128283","France",85,24
"128284","Argentina",85,14
"128285","France",85,NA
"128286","US",85,15
"128287","France",85,13
"128288","US",85,14
"128289","France",85,24
"128290","Italy",85,NA
"128291","US",85,40
"128292","Argentina",85,12
"128293","US",85,79
"128294","Chile",85,14
"128295","Italy",85,NA
"128296","France",85,14
"128297","Argentina",85,11
"128298","US",85,24
"128299","US",85,30
"128300","Italy",85,20
"128301","Chile",85,10
"128302","US",85,26
"128303","US",85,23
"128304","Austria",85,NA
"128305","Austria",85,11
"128306","Argentina",85,8
"128307","France",85,9
"128308","France",85,9
"128309","New Zealand",85,20
"128310","US",85,16
"128311","Portugal",85,14
"128312","US",85,24
"128313","Spain",85,15
"128314","France",85,12
"128315","US",85,28
"128316","Portugal",85,14
"128317","US",85,65
"128318","Australia",85,13
"128319","US",85,26
"128320","Italy",85,10
"128321","Italy",85,10
"128322","US",85,42
"128323","France",85,12
"128324","US",85,25
"128325","US",85,35
"128326","US",85,15
"128327","US",85,35
"128328","US",85,35
"128329","France",85,10
"128330","US",85,25
"128331","Spain",85,9
"128332","US",85,30
"128333","France",85,11
"128334","Portugal",85,7
"128335","France",85,NA
"128336","France",85,25
"128337","US",85,28
"128338","Portugal",85,22
"128339","US",85,35
"128340","US",85,38
"128341","Chile",86,15
"128342","Chile",86,8
"128343","US",86,28
"128344","Chile",86,8
"128345","US",86,20
"128346","Italy",86,29
"128347","New Zealand",86,17
"128348","Chile",86,9
"128349","Australia",86,20
"128350","Chile",86,10
"128351","Italy",86,NA
"128352","Australia",86,12
"128353","Australia",86,13
"128354","Australia",86,16
"128355","New Zealand",86,15
"128356","Italy",86,18
"128357","Italy",86,14
"128358","Italy",86,13
"128359","South Africa",86,11
"128360","US",86,25
"128361","Italy",86,14
"128362","Israel",86,24
"128363","Italy",86,26
"128364","Australia",86,25
"128365","Australia",86,18
"128366","US",86,22
"128367","Chile",86,11
"128368","US",86,7
"128369","Italy",86,NA
"128370","US",86,24
"128371","France",86,18
"128372","Italy",86,NA
"128373","US",86,50
"128374","US",86,29
"128375","New Zealand",86,18
"128376","Italy",86,NA
"128377","France",86,13
"128378","New Zealand",86,18
"128379","New Zealand",86,16
"128380","Italy",86,15
"128381","US",86,30
"128382","Chile",86,20
"128383","US",86,36
"128384","South Africa",86,16
"128385","US",86,35
"128386","Italy",86,13
"128387","Italy",86,16
"128388","Italy",86,16
"128389","US",86,19
"128390","Chile",86,11
"128391","Chile",86,11
"128392","US",86,24
"128393","France",86,23
"128394","Italy",86,17
"128395","Chile",86,12
"128396","US",86,35
"128397","US",86,13
"128398","New Zealand",86,19
"128399","Chile",86,10
"128400","Italy",86,NA
"128401","France",93,450
"128402","US",93,59
"128403","France",93,100
"128404","US",93,25
"128405","France",93,85
"128406","US",93,29
"128407","US",93,24
"128408","US",93,150
"128409","US",93,40
"128410","France",93,75
"128411","Italy",93,136
"128412","US",93,90
"128413","US",93,38
"128414","France",93,78
"128415","Portugal",93,50
"128416","France",93,60
"128417","US",93,175
"128418","Germany",93,51
"128419","Germany",93,171
"128420","US",93,55
"128421","Germany",92,42
"128422","France",92,107
"128423","France",92,57
"128424","US",92,45
"128425","US",92,48
"128426","US",92,50
"128427","US",92,60
"128428","Portugal",92,24
"128429","US",92,130
"128430","US",92,37
"128431","US",82,15
"128432","US",82,17
"128433","US",82,10
"128434","US",82,32
"128435","US",82,12
"128436","US",82,9
"128437","US",82,17
"128438","US",82,15
"128439","Chile",82,12
"128440","US",82,14
"128441","New Zealand",82,14
"128442","US",82,15
"128443","US",82,28
"128444","US",82,8
"128445","France",82,15
